,org_airport,dest_airport,dist
3548,BWI,MHT,377
3550,DEN,BNA,1014
3553,DEN,ONT,819
3556,MDW,CMH,283
3557,MDW,PVD,842
3558,MKE,LAX,1756
3559,PHX,MSY,1300
3562,STL,HOU,687
3563,STL,OKC,462
3564,STL,TUL,351
3575,SAN,MCO,2149
3576,SAN,LIH,2676
3579,BOS,CHS,818
3582,ATL,EGE,1312
3586,ATL,HDN,1340
3590,DAY,EWR,533
3594,IAH,BTR,253
3600,DFW,ROW,435
3601,ORD,BDL,783
3606,MMH,SFO,193
3607,IAH,JAN,351
3608,DEN,DSM,589
3612,TLH,ATL,223
3616,ORD,MTJ,1081
3618,IAH,DCA,1208
3622,IAH,LIT,374
3624,IAH,TPA,787
3625,FLL,SFO,2583
3626,DCA,CLE,310
3627,DEN,SHV,792
3629,BIL,DEN,455
3631,APN,DTW,198
3633,MKE,EWR,725
3634,SNA,SLC,588
3635,ORD,OGG,4184
3639,SAT,PHL,1496
3641,ATL,SAT,874
3642,BNA,BOS,942
3643,BNA,MCO,616
3646,DAL,ABQ,580
3647,FLL,MDW,1166
3648,LAS,FNT,1733
3649,LAS,TUS,365
3651,MCO,ISP,971
3652,OAK,DEN,957
3656,HOU,ECP,571
3657,HOU,FLL,957
3658,HOU,TPA,781
3659,ONT,SJC,333
3668,SEA,KOA,2688
3669,DFW,RNO,1345
3675,ORD,JAX,864
3676,IAH,CVG,871
3677,CLE,DTW,95
3678,IAH,CHS,925
3688,GRR,DTW,120
3693,IAH,TUL,429
3694,IAH,GSP,837
3695,IAH,HSV,595
3696,IAH,RDU,1042
3703,LAN,DTW,74
3706,DAL,SAN,1182
3707,HOU,ABQ,759
3708,LAS,MSY,1500
3709,LAS,SMF,397
3710,LGA,MDW,725
3712,SAT,DAL,248
3715,DFW,JFK,1391
3722,JNU,SIT,95
3727,ATL,MCI,692
3728,ATL,MYR,317
3729,IAH,MSY,305
3734,HSV,DFW,603
3737,ORD,ELP,1236
3739,ATL,GSP,153
3740,ORD,CMX,359
3741,LAX,SAF,710
3745,IAH,FLL,965
3749,ATL,GRK,803
3750,LNK,ORD,466
3751,EWR,IND,645
3752,CVG,TTN,532
3755,IAH,PHL,1325
3756,IAH,SJU,2007
3758,HPN,MCO,972
3759,ATL,FAY,331
3763,SLC,PHL,1927
3771,BNA,CMH,337
3773,BNA,MDW,395
3774,BOI,GEG,287
3778,LGA,CAK,397
3780,MDW,BUF,468
3782,MDW,MHT,838
3783,ATL,CMH,447
3784,SDF,TPA,727
3788,IAH,RSW,861
3789,EWR,EGE,1725
3791,DFW,OGG,3711
3803,BOI,MSP,1142
3805,STL,MSP,448
3806,ATL,BHM,134
3810,SDF,IAH,788
3811,SAN,HNL,2614
3814,ORD,FSD,462
3815,GEG,SLC,546
3817,IAH,BZN,1385
3822,LIH,OGG,201
3824,LGA,SRQ,1047
3826,AGS,ATL,143
3831,SFO,AUS,1504
3833,AUS,HOU,148
3834,BNA,SAN,1751
3836,BWI,LAX,2329
3837,CLT,HOU,920
3838,DCA,HOU,1218
3839,FLL,ISP,1092
3842,LAX,MKE,1756
3844,MSY,MDW,825
3845,PHX,MKE,1460
3846,RDU,TPA,587
3847,RSW,MDW,1105
3851,TPA,PHL,920
3852,OKC,HOU,419
3855,DFW,ONT,1188
3857,LAX,CMH,1995
3865,ATL,OMA,821
3866,ABQ,MSP,981
3867,TUS,MSP,1298
3871,ATL,ILM,377
3873,RSW,CLE,1025
3874,FLL,CVG,932
3877,ORD,BNA,409
3878,ORD,ABQ,1118
3879,ORD,CMI,135
3881,CEC,SFO,304
3883,EWR,STL,872
3886,ICT,ORD,588
3887,ORD,SDF,287
3888,CHS,JFK,636
3889,IAH,CLE,1091
3891,ATL,SDF,321
3894,AUS,SAN,1164
3895,BOS,MDW,861
3897,DAL,SNA,1216
3898,DEN,TPA,1506
3899,HOU,CRP,187
3900,LAS,MAF,795
3901,LIT,MDW,544
3903,MCI,MKE,436
3904,MCO,ALB,1073
3906,MCO,MHT,1142
3908,OAK,ONT,362
3910,SAN,SMF,480
3911,OAK,SAN,446
3912,OAK,SNA,371
3913,OKC,LAS,986
3918,ORD,RDU,646
3921,SEA,MSY,2086
3922,SEA,ABQ,1180
3925,ATL,SAN,1892
3931,EVV,ATL,350
3933,DFW,GJT,773
3935,DFW,ABI,158
3936,EYW,MIA,125
3940,SFO,MCI,1499
3941,SFO,FAT,158
3943,SEA,OMA,1368
3946,DEN,GTF,624
3956,MCO,ACY,852
3962,RSW,CVG,879
3963,IAH,SAV,851
3964,IND,ORD,177
3967,JAX,PHL,742
3968,SFO,STL,1735
3972,CHS,HOU,928
3974,LAS,ICT,986
3975,MCO,FNT,1011
3976,MDW,LAX,1750
3977,OAK,BOI,511
3978,OAK,MCI,1489
3979,RSW,IND,945
3981,TPA,CAK,894
3982,TPA,CMH,829
3983,PHX,SMF,647
3984,PHX,BOI,735
3987,ORD,SJC,1829
3989,DFW,ABQ,569
3993,DEN,JFK,1626
4001,ORD,BMI,116
4006,DEN,ICT,420
4007,SFO,OKC,1384
4011,BOS,SEA,2496
4012,EWR,SAV,708
4013,SFO,TUS,751
4018,HRL,IAH,295
4025,JAX,BOS,1010
4026,GPT,ATL,352
4029,ATL,CID,694
4032,SFO,BUR,326
4037,BHM,MDW,570
4038,DAL,MCI,460
4040,DTW,MDW,228
4041,FLL,IND,1005
4044,LAX,OAK,337
4045,MCO,CAK,861
4049,PDX,SMF,479
4050,PHL,BNA,675
4053,PHX,OAK,646
4054,PHX,RNO,601
4057,ORD,AUS,978
4064,ATL,HNL,4502
4066,ATL,TUS,1541
4067,ATL,ELP,1282
4075,ATL,BMI,533
4076,ROA,ATL,357
4080,ORD,COU,315
4081,ORD,BIS,716
4083,DFW,DRO,674
4085,LAX,SBP,156
4088,SFO,ABQ,896
4089,DEN,LIT,771
4093,DHN,ATL,170
4096,ATL,TUL,674
4100,ORD,DAY,240
4105,BDL,TPA,1111
4106,GSP,EWR,594
4114,FLL,ALB,1204
4117,MDW,CLT,584
4118,MSY,DAL,436
4125,STL,DEN,770
4126,ONT,LAS,197
4130,DFW,HNL,3784
4137,AUS,ORD,978
4139,SAV,JFK,718
4146,TPA,CVG,773
4150,LGB,PDX,846
4152,IAH,HOB,501
4153,ATL,GNV,300
4166,SFO,SUN,587
4167,DSM,MSP,232
4171,ORD,SPI,174
4172,SFO,SAT,1482
4176,ATL,JAN,341
4181,LRD,IAH,301
4185,JFK,PWM,273
4192,LGA,DCA,214
4197,BWI,SAT,1407
4199,DCA,IND,500
4200,DCA,RSW,892
4203,HOU,DEN,883
4204,IND,TPA,837
4206,SDF,MDW,271
4208,TPA,AUS,928
4209,TUL,DEN,541
4213,PDX,OAK,543
4216,CLE,LAS,1824
4218,LAS,CLE,1824
4231,WRG,PSG,31
4239,ATL,PNS,271
4249,ATL,BZN,1640
4255,DFW,BRO,482
4257,ATL,AVL,164
4259,LGA,ROC,254
4262,ORD,MHK,501
4266,ORD,CHA,501
4270,SLC,GEG,546
4274,SLC,RNO,422
4277,JAX,ORD,864
4278,SLC,EUG,618
4284,TUL,DTW,789
4285,DEN,LBB,456
4287,IAH,JAC,1265
4292,DAL,AUS,189
4297,ROC,TPA,1079
4299,SNA,OAK,371
4300,TUS,SAN,368
4301,OKC,STL,462
4315,PBI,DCA,857
4325,TTN,RSW,1028
4326,ORD,TOL,213
4333,DEN,SGU,517
4336,DEN,GCC,313
4337,SLC,HLN,402
4338,DEN,SJC,948
4340,PHX,BFL,425
4341,DEN,CPR,230
4345,AEX,ATL,500
4346,SLC,CPR,320
4350,SLC,PIH,150
4351,DEN,FAT,844
4355,PHF,ATL,508
4357,SLC,BOI,290
4360,DEN,SUN,557
4363,BUR,SMF,358
4368,MCO,DAY,808
4372,TPA,BDL,1111
4375,PHX,BNA,1449
4382,ANC,BET,399
4388,ATL,BNA,214
4392,SLC,VEL,132
4393,SLC,RDM,525
4394,SLC,SUN,222
4396,FSD,MSP,196
4397,DEN,BFL,845
4400,DEN,HYS,298
4401,DEN,EUG,996
4403,DEN,BUR,850
4404,PHX,SBA,455
4405,CNY,SLC,184
4409,SLC,PSC,521
4414,SLC,COD,298
4417,SLC,PSP,541
4422,KOA,OGG,84
4423,MSP,INL,255
4424,PHX,ONT,325
4425,PHX,GEG,1020
4434,BNA,DCA,562
4443,SFO,MKE,1845
4447,DEN,GEG,836
4453,MIA,STT,1107
4463,HOU,BOS,1609
4465,OMA,MSP,282
4467,MSP,MCI,393
4469,MSP,STL,448
4474,LGA,MSY,1183
4476,ICT,ATL,782
4477,MSN,ATL,707
4479,ORD,FNT,223
4488,AMA,IAH,517
4491,SLC,LGB,588
4492,DEN,SMF,909
4494,SLC,SMF,532
4496,MSY,DTW,926
4498,BRW,FAI,503
4499,SLC,GCC,410
4505,SLC,EKO,200
4510,CLT,MSP,930
4517,DEN,EGE,120
4519,BNA,HOU,670
4521,IAD,MDW,577
4522,MCI,FLL,1242
4526,SAN,OAK,446
4527,SAT,HOU,192
4529,SMF,BUR,358
4530,OKC,MDW,691
4531,DEN,ANC,2405
4535,SAN,CLT,2077
4541,PDX,OGG,2562
4545,LGB,AUS,1226
4548,MIA,MSP,1501
4551,GGG,DFW,140
4555,ORD,CVG,265
4559,AZO,ORD,122
4565,MSP,BJI,199
4567,SAV,ORD,773
4568,GJT,IAH,979
4569,SLC,IDA,188
4570,JAC,MSP,872
4571,DEN,SAF,303
4574,DEN,GUC,152
4575,DEN,IDA,458
4578,DEN,RNO,804
4579,DEN,JAC,406
4582,CMH,IAH,986
4589,CLT,LAS,1916
4592,DEN,PSC,852
4598,DAL,MAF,319
4599,FLL,MCI,1242
4600,GEG,LAS,806
4601,IND,FLL,1005
4604,MKE,SFO,1845
4607,RSW,BDL,1180
4611,STL,FLL,1056
4612,TPA,BUF,1053
4622,LAX,IND,1814
4626,RDU,FLL,680
4633,RSW,HPN,1102
4637,IAH,MOB,427
4647,DEN,PSP,776
4649,MSP,IMT,257
4650,MSP,BNA,695
4651,MSP,RAP,489
4652,DIK,MSP,481
4662,SRQ,ATL,444
4667,BHM,DTW,625
4671,DEN,HNL,3365
4672,PHX,LIH,2979
4674,LAX,PIT,2136
4677,LGA,PHL,96
4681,CLT,MCI,808
4682,PIT,PHL,268
4689,AUS,EWR,1504
4693,HOU,DCA,1218
4694,JAX,BWI,663
4696,LGA,HOU,1428
4697,MDW,PHL,668
4703,PHX,CLE,1737
4705,DEN,OGG,3302
4721,ORH,MCO,1091
4726,MSP,SNA,1522
4732,MSP,IAH,1034
4733,MSP,AUS,1042
4737,LGA,CMH,479
4738,LGA,TYS,647
4743,MSP,GRB,252
4750,SLC,JAC,205
4751,SLC,SNA,588
4753,MCI,EWR,1092
4755,ONT,IAH,1334
4762,SLC,BWI,1865
4766,IAH,BRO,308
4767,XNA,ATL,589
4769,PHX,KOA,2860
4770,CLT,BNA,328
4773,RDU,PHL,337
4777,BWI,MKE,641
4778,CAK,DEN,1224
4779,CMH,BWI,337
4781,HOU,AUS,148
4783,MCI,DCA,949
4791,TUS,LAS,365
4793,PBI,ISP,1052
4796,DEN,KOA,3329
4803,PSP,PDX,873
4804,SEA,SAT,1774
4805,SEA,LGB,965
4813,SRQ,JFK,1041
4819,ORD,BWI,622
4821,ORD,CID,196
4822,LAX,EUG,748
4823,MSP,RHI,190
4826,SLC,FAT,501
4828,TUS,PHX,110
4831,FLL,LAX,2342
4833,LEX,ATL,304
4836,HPN,TPA,1032
4842,IAH,GUC,886
4848,SFO,DAL,1476
4851,AUS,MDW,972
4853,CHS,BWI,472
4858,LBB,LAS,775
4859,MCI,PDX,1482
4860,MCO,HOU,849
4862,OAK,AUS,1497
4864,ABQ,LAS,486
4865,ABQ,PDX,1111
4867,SAT,SAN,1129
4869,SJC,SAN,417
4871,HOU,STL,687
4878,DFW,EGE,721
4880,DFW,FAT,1313
4883,SEA,STL,1709
4891,PNS,ORD,794
4893,LFT,ATL,503
4894,ORD,RST,268
4897,LGA,MYR,563
4901,MSP,HIB,174
4902,DEN,MFR,964
4904,MSP,ABR,257
4907,ORD,STC,394
4910,AUS,FLL,1105
4914,OMA,EWR,1134
4919,CLT,STT,1520
4923,MSY,PHL,1089
4927,BHM,DAL,587
4928,BWI,BDL,283
4935,MKE,BWI,641
4936,MKE,FLL,1243
4937,MSY,FLL,674
4938,ALB,TPA,1130
4944,RNO,LAX,391
4947,PHX,BUR,369
4948,DEN,LIH,3414
4950,IAH,HDN,985
4951,IAH,MTJ,927
4956,DFW,SDF,733
4957,ORD,EGE,1007
4963,SEA,AUS,1770
4964,FLL,HPN,1097
4969,SLC,MSO,436
4972,TRI,ATL,227
4982,ORD,TUL,585
4984,DFW,FAR,968
4991,SYR,ATL,794
4999,IAH,EGE,934
5002,PHL,RSW,993
5006,CLT,ALB,646
5008,CLT,RSW,600
5012,BWI,MDW,611
5013,BWI,RDU,255
5015,DEN,OAK,957
5020,IND,MCI,451
5025,MSY,MCI,689
5030,PIT,BWI,210
5033,TPA,DAL,917
5034,TPA,FNT,1036
5050,LIH,PDX,2631
5054,GRR,ATL,640
5055,MLU,ATL,448
5056,CHS,ORD,760
5057,MIA,IAD,921
5058,PHL,TPA,920
5062,ORD,MSN,108
5066,IND,IAH,844
5067,SLC,MFR,575
5071,OKC,IAD,1136
5072,GUC,DFW,678
5074,VLD,ATL,208
5083,BNA,PHL,675
5091,FLL,MKE,1243
5119,PBI,DTW,1086
5130,ORD,JAN,677
5134,ORD,MLI,139
5142,ORD,ICT,588
5143,SFO,ACV,250
5157,SIT,KTN,183
5158,ORD,RAP,779
5182,ICT,LAS,986
5184,MCO,BHM,479
5185,MCO,CMH,802
5186,MDW,MSP,349
5187,MDW,SMF,1790
5188,MDW,STL,251
5192,PWM,BWI,452
5193,ROC,MCO,1033
5195,OMA,STL,342
5206,OGG,SMF,2404
5210,SLC,HNL,2994
5215,DAY,ATL,432
5222,LAX,TPA,2158
5225,EWR,MCI,1092
5226,DTW,GRB,287
5227,DTW,GSO,460
5228,BQK,ATL,238
5230,BMI,ORD,116
5231,LGA,BNA,764
5233,MCI,DTW,629
5235,DTW,ESC,306
5251,TYS,EWR,631
5253,DTW,CIU,284
5264,BWI,SJU,1565
5265,DCA,STL,719
5266,DSM,LAS,1216
5267,EWR,AUS,1504
5277,MDW,SDF,271
5278,MHT,BWI,377
5284,ONT,SMF,390
5292,FLL,SWF,1118
5293,DCA,CHS,444
5296,ATL,DAB,366
5302,ATL,GRR,640
5313,FNT,ATL,645
5317,DTW,MCI,629
5328,PSG,JNU,123
5338,FAY,ATL,331
5339,ATL,SGF,563
5343,MKG,ORD,118
5350,JAC,LAX,784
5362,RDU,MCO,534
5381,OGG,PDX,2562
5394,ATL,BTR,448
5395,BMI,ATL,533
5396,CSG,ATL,83
5397,ATL,TRI,227
5400,ORD,LIT,552
5401,TUL,MSP,615
5403,ABQ,SLC,493
5408,MYR,ATL,317
5416,OKC,MSP,694
5422,DEN,SBA,916
5428,AUS,MCO,994
5429,BUR,PHX,369
5431,CRP,HOU,187
5435,MCI,LAX,1363
5439,SAT,EWR,1569
5453,DTW,BDL,549
5462,ATL,AEX,500
5463,CLE,RDU,416
5464,ORD,AZO,122
5465,ORD,ROC,528
5485,SRQ,DTW,1022
5487,ATL,CRW,363
5495,ATL,GPT,352
5501,DAY,MCO,808
5503,DTW,BWI,409
5504,ECP,BWI,798
5508,MAF,HOU,441
5511,MKE,BOS,860
5517,TPA,MDW,997
5523,MIA,STX,1139
5531,HNL,PDX,2603
5533,HOU,JFK,1428
5538,LAX,CVG,1900
5540,IAD,SAV,515
5541,IAD,ORF,157
5542,AVP,DTW,399
5543,DTW,LEX,296
5544,GSP,DTW,508
5545,IAD,PVD,372
5546,DFW,RAP,835
5547,DFW,GRI,561
5548,DRO,DFW,674
5552,ATL,SBN,566
5554,DTW,BNA,456
5555,IAD,STL,696
5556,IAD,IND,476
5557,DTW,PHL,453
5562,TUL,IAD,1027
5567,EWR,MKE,725
5568,CHO,ATL,457
5577,AUS,HRL,273
5579,BWI,BUF,281
5581,DEN,HOU,883
5585,SNA,LAS,226
5586,TPA,PIT,873
5588,PHL,PBI,951
5604,EGE,DFW,721
5612,EWN,ATL,433
5616,LGA,STL,888
5618,LGA,CHO,305
5623,BNA,JFK,765
5625,PDX,SBA,784
5626,RDM,SLC,525
5630,SJC,IAH,1608
5634,IAD,TYS,419
5635,FLL,TTN,1026
5637,SFO,JAC,737
5645,IAD,EWR,212
5653,FLL,RDU,680
5654,LGA,MKE,738
5658,SNA,SMF,404
5659,TPA,MHT,1204
5660,LAX,MSY,1670
5675,BOS,SLC,2105
5681,LAS,BOS,2381
5684,SDF,EWR,642
5685,HPN,ATL,780
5687,RIC,DTW,456
5688,ATL,VPS,250
5691,DFW,GCK,404
5695,DEN,CID,692
5696,DTW,PLN,243
5704,CLE,DCA,310
5709,MSY,LAX,1670
5714,GRK,ATL,803
5719,BNA,TPA,612
5722,DAL,SAT,248
5729,SAN,BNA,1751
5732,SNA,DAL,1216
5743,OME,ANC,539
5754,MLI,ATL,633
5755,IAD,JAX,630
5761,ORD,LSE,215
5762,ORD,MEM,491
5766,ASE,ATL,1304
5767,FCA,SLC,531
5771,LAX,SMX,134
5773,RNO,IAH,1530
5775,JAC,EWR,1874
5779,MSP,BRD,114
5782,DEN,OMA,472
5783,HSV,IAH,595
5784,IAD,CAE,401
5789,DTW,DSM,534
5790,JAC,SFO,737
5795,AUS,DCA,1315
5797,BUF,BWI,281
5800,CMH,MCO,802
5802,DEN,OKC,495
5803,EWR,HOU,1411
5812,HOU,EWR,1411
5813,HOU,LGA,1428
5814,OKC,DEN,495
5818,DFW,ORF,1212
5827,ORD,LNK,466
5830,DFW,COU,489
5836,RAP,SLC,508
5846,SFO,RDD,199
5847,BFL,IAH,1428
5848,ALB,ATL,853
5852,BWI,ECP,798
5856,DAL,LBB,293
5862,MKE,SEA,1694
5863,MSY,BNA,471
5864,ABQ,OAK,889
5866,PHX,OKC,833
5868,RSW,BWI,919
5869,SAT,MCO,1041
5870,HOU,GSP,845
5871,PDX,ABQ,1111
5880,PSP,ORD,1652
5881,SAV,BOS,901
5889,HDN,ATL,1340
5894,GRB,DTW,287
5896,DEN,PHF,1533
5903,ASE,DFW,701
5904,IND,JFK,665
5905,CHA,DFW,695
5909,BZN,SFO,807
5911,LAX,HDN,763
5916,LAX,ICT,1203
5921,CLT,ILM,185
5923,JAC,ATL,1572
5927,BWI,CMH,337
5929,CLE,MDW,307
5932,LAS,DSM,1216
5937,MCI,MDW,405
5938,MDW,MEM,480
5940,SAN,MSY,1599
5948,LAX,CLE,2052
5961,KOA,PDX,2607
5963,EGE,ATL,1312
5964,MSO,SLC,436
5966,MTJ,ATL,1352
5969,DFW,MEI,485
5971,IAH,BHM,562
5973,IAH,RIC,1157
5974,IAH,XNA,438
5975,IAH,LCH,127
5978,IAH,CLL,74
5981,TTN,MSP,989
5983,OGG,OAK,2349
5985,ORD,GRR,137
5988,IAH,TYR,163
6000,OGG,KOA,84
6003,COD,SLC,298
6007,ATL,GTR,241
6008,FLL,STT,1107
6009,JAC,ORD,1162
6012,DEN,RKS,260
6023,HRL,AUS,273
6026,MDW,SAT,1036
6032,OMA,MDW,423
6034,PHL,MDW,668
6037,EGE,MIA,1810
6044,PBI,BDL,1133
6046,PDX,ATL,2172
6050,IAH,CRW,975
6051,CLE,JFK,425
6053,CVG,JFK,589
6061,BZN,ORD,1186
6064,INL,MSP,255
6067,IAH,MKE,984
6068,IAH,LEX,828
6070,ORD,SLC,1250
6072,DEN,LAR,113
6075,CMH,EWR,463
6077,IAH,MEM,468
6079,EGE,DEN,120
6082,IAH,BOS,1597
6092,DCA,LGA,214
6097,BNA,SAT,822
6103,LAS,BHM,1618
6107,MAF,DAL,319
6108,MCI,SAN,1334
6110,MCO,MSY,551
6111,ABQ,MCI,718
6119,CLT,AUS,1032
6125,DFW,SJU,2165
6136,MCO,RIC,667
6139,EWR,SLC,1969
6147,DFW,CRW,946
6150,BNA,IAD,542
6155,MDT,DTW,371
6156,DFW,ASE,701
6167,IAH,GRR,1042
6175,IAH,TYS,771
6177,MTJ,ORD,1081
6184,IAH,MSP,1034
6198,RDU,MDW,632
6203,SFO,CLE,2161
6220,MSP,GRR,408
6227,BUF,DTW,241
6229,HNL,PHX,2917
6230,OGG,LIH,201
6243,IMT,MSP,257
6248,IAH,PIT,1117
6255,IAH,ORF,1201
6257,BOI,SLC,290
6266,FNT,MCO,1011
6267,GRR,MCO,1024
6271,SMF,ONT,390
6283,MSP,BZN,874
6285,MSP,MKE,297
6286,MSP,DCA,931
6287,ORD,LAN,179
6288,ORD,CRW,416
6289,ORD,ERI,398
6298,ORD,EVV,273
6303,ORD,PAH,342
6304,ORD,EAU,268
6306,BZN,SLC,347
6314,ORD,AVL,536
6317,ROC,MSP,783
6323,FLL,LBE,980
6331,JAC,SLC,205
6332,ORD,BHM,584
6344,AUS,MSY,444
6346,BWI,PVD,327
6347,HOU,BWI,1246
6350,MDW,OMA,423
6356,TUL,LAS,1076
6372,LAS,BLI,954
6381,CMH,MSP,626
6387,ORD,ORF,717
6389,ORD,CAK,343
6390,ORD,MHT,843
6392,EWR,PVD,160
6407,ORD,STL,258
6415,SRQ,ORD,1050
6418,ORD,LEX,323
6430,XNA,IAH,438
6431,MOB,ORD,779
6433,JMS,DVL,83
6440,SGU,DEN,517
6443,SEA,CLT,2279
6447,BNA,MCI,491
6448,BUF,TPA,1053
6454,MCO,RDU,534
6455,MDW,BOS,861
6456,MDW,BWI,611
6458,MDW,PIT,402
6459,MDW,RDU,632
6460,PVD,MDW,842
6464,TPA,LAS,1984
6477,BOS,MSY,1368
6479,MSP,IND,503
6481,MSP,FAR,223
6487,EWR,AVL,583
6488,ORD,SAV,773
6490,ORD,PVD,849
6491,ORD,CWA,212
6492,MCO,ILG,841
6494,OGG,SJC,2355
6500,GRB,MSP,252
6503,ATL,MLU,448
6505,ELP,ATL,1282
6526,BDL,MDW,777
6534,MDW,ALB,717
6536,MDW,CLE,307
6538,MDW,ORF,704
6541,RSW,CAK,991
6543,SMF,PDX,479
6544,OKC,DAL,181
6555,ANC,HNL,2777
6556,OGG,SEA,2640
6563,RST,ORD,268
6568,MSP,OKC,694
6569,ORF,JFK,290
6574,IAH,CAE,878
6575,GTR,ATL,241
6581,SJU,PHL,1576
6583,ATL,OAJ,399
6591,BET,ANC,399
6593,CHS,BOS,818
6605,BWI,ALB,289
6612,MDW,LIT,544
6619,LAS,DCA,2089
6636,CLE,BOS,563
6646,PSC,SLC,521
6657,EWR,CVG,569
6661,SUN,DEN,557
6670,DCA,SLC,1851
6673,ORD,HPN,738
6674,BZN,IAH,1385
6683,BWI,ORF,159
6684,CAK,RSW,991
6690,RDU,BNA,442
6707,SEA,FAI,1533
6710,DFW,LCH,295
6711,ATL,ABE,692
6715,DFW,EVV,642
6716,BIS,ORD,716
6719,ORD,ALO,234
6727,ICT,DEN,420
6729,OGG,LAX,2486
6738,ATL,ABY,145
6739,ATL,PHF,508
6750,CAK,TPA,894
6757,SAN,MCI,1334
6762,STL,RSW,979
6784,IAH,JAX,817
6787,SDF,ORD,287
6789,DFW,SPI,630
6801,ATL,LIT,453
6802,RDU,EWR,416
6806,ACY,TPA,913
6807,LAS,IAD,2065
6809,ATL,BUF,712
6814,SMF,ORD,1781
6815,ATL,CHS,259
6818,PHL,LAX,2402
6819,SJU,CLT,1475
6822,PHL,PIT,268
6824,BOI,LAS,519
6827,CLE,BWI,314
6842,AMA,LAS,758
6847,TPA,MCI,1048
6871,ATL,SHV,551
6880,SAF,LAX,710
6889,SLC,GJT,216
6890,SLC,SGU,272
6896,SLC,COS,411
6901,ORD,HSV,510
6906,AUS,CLT,1032
6913,ISP,TPA,1034
6921,MDW,BDL,777
6923,ALB,LAS,2237
6931,OGG,SFO,2338
6955,ATL,DHN,170
6961,ORD,MDT,594
6964,SLC,TWF,175
6972,CVG,MCO,757
6977,JAC,IAH,1265
6986,SLC,OMA,840
6995,DAY,BWI,406
7001,MDW,IAD,577
7008,OMA,LAS,1099
7020,JNU,PSG,123
7028,SLC,MCO,1931
7030,ATL,TYS,152
7036,RAP,ORD,779
7037,EWR,XNA,1131
7041,DFW,BMI,690
7046,TUS,PDX,1119
7048,OMA,SLC,840
7060,SDF,IAD,451
7065,TUS,ATL,1541
7066,GSP,IAH,837
7075,JFK,LGB,2465
7081,CVG,DEN,1069
7085,LIH,LAX,2615
7092,BWI,SDF,495
7093,DAL,AMA,323
7097,FNT,TPA,1036
7102,MDW,JAX,849
7103,MDW,RSW,1105
7108,PHX,TUL,935
7111,SJC,BUR,296
7119,KOA,LAX,2504
7124,STT,JFK,1623
7128,MIA,STL,1068
7131,ANC,ADK,1192
7141,ORD,ELM,566
7151,CHA,ORD,501
7152,LGA,SDF,659
7160,SRQ,BOS,1220
7162,IAH,SHV,192
7170,IAH,MLU,262
7180,BUF,MDW,468
7184,LIT,LAS,1294
7186,MKE,DCA,634
7187,ATL,CAK,528
7196,OGG,PHX,2845
7208,AUS,SLC,1086
7218,TYS,LGA,647
7227,SAT,SLC,1087
7231,ISN,IAH,1330
7232,CLL,IAH,74
7237,RSW,PHL,993
7249,RSW,CMH,930
7255,HOU,ELP,677
7269,JNU,SEA,909
7280,LCH,IAH,127
7281,CRP,HRL,107
7282,DEN,TYS,1162
7292,GCC,SLC,410
7293,EGE,EWR,1725
7295,PVD,IAD,372
7302,ORD,ALB,723
7303,STT,IAD,1606
7307,GUC,IAH,886
7317,MSY,STL,604
7321,SJC,MDW,1838
7334,DFW,ELP,551
7335,EGE,ORD,1007
7339,LIH,SEA,2701
7341,BDL,SJU,1666
7350,ATL,VLD,208
7353,CHO,LGA,305
7358,MIA,BHM,661
7365,CVG,EWR,569
7366,ILM,CLT,185
7367,EWR,MSN,799
7381,AUS,ELP,528
7386,HOU,TUL,453
7389,MCI,BOS,1256
7393,MSY,PHX,1300
7396,SFO,MDW,1855
7397,SJU,BWI,1565
7427,SFO,BFL,238
7430,ORD,CHO,567
7439,DEN,DIK,488
7441,STL,IAH,667
7442,SAV,IAD,515
7443,SUN,SFO,587
7449,TYR,IAH,163
7464,MCI,BNA,491
7471,SMF,SNA,404
7472,SNA,HOU,1357
7482,OGG,BLI,2681
7483,KOA,SEA,2688
7485,CHS,DCA,444
7487,ATL,DAY,432
7491,STL,IAD,696
7494,DFW,GSP,862
7507,DVL,DEN,638
7512,HDN,IAH,985
7519,FAR,SLC,866
7522,CLT,BDL,644
7535,MCI,TPA,1048
7546,KOA,SFO,2367
7548,MTJ,IAH,927
7564,IAH,AMA,517
7566,CLT,IAD,322
7567,RDU,CLE,416
7569,HNL,OAK,2409
7578,SEA,SBA,908
7584,EGE,IAH,934
7601,IAH,LBB,458
7607,IAH,GRK,166
7624,ECP,HOU,571
7626,ICT,MDW,589
7660,SFO,IND,1943
7663,DAY,IAD,368
7679,LIH,SFO,2447
7684,DAL,SFO,1476
7687,AUS,TPA,928
7688,FLL,AUS,1105
7691,MSY,SAN,1599
7693,SDF,MCO,719
7697,CLT,STL,575
7712,MEI,PIB,69
7713,EWR,GSO,445
7725,ORD,SUX,436
7730,SAN,BOI,749
7733,PHX,MRY,598
7737,EWR,MSP,1008
7740,PIT,IAD,182
7763,BWI,OKC,1180
7767,ELP,HOU,677
7770,LBB,DAL,293
7775,TPA,RDU,587
7798,SRQ,LGA,1047
7806,ORD,CAE,667
7809,ORD,XNA,522
7813,PHX,FAT,493
7825,HNL,GUM,3801
7837,MDW,AUS,972
7839,MKE,TPA,1075
7862,ORD,AVP,632
7866,BWI,JFK,184
7879,PHX,SBP,509
7885,RSW,TTN,1028
7889,DCA,EWR,199
